COUNTY,STATE,counter_sum
123,CO,59
Sheboygan,WI,59
Summit,CO,59
Childress,TX,59
MARSHALL,TN,59
BOONE,AR,59
Lauderdale,TN,59
Macon,TN,59
21,AZ,58
Monona,IA,58
Rabun,GA,58
Chester,TN,58
006,NM,58
59,MT,58
Rich,UT,58
97,AR,58
Webster,KY,58
CAMPBELL,VA,58
HALIFAX,VA,58
MINNEHAHA,SD,58
053,UT,58
Dickson,TN,58
Warren,NY,58
57,NM,58
CLARKE,MS,58
CARROLL,MS,58
BRADLEY,TN,58
Osage,MO,58
LAWRENCE,AR,58
Rhea,TN,58
ANDERSON,TN,58
29,WY,58
SULLIVAN,TN,58
Tillamook,OR,57
INYO,CA,57
PERRY,OH,57
Polk,TN,57
Cook,MN,57
JACKSON,OH,57
Elk,KS,57
Musselshell,MT,57
Ohio,WV,57
055,ID,57
069,FL,57
Roane,TN,57
Oldham,TX,57
COVINGTON,MS,57
Clayton,GA,57
GARFIELD,UT,57
Roberts,TX,57
Bent,CO,57
013,CO,57
Cedar,IA,57
127,LA,57
027,UT,57
SMITH,MS,56
Newberry County,SC,56
079,OK,56
Clinton,NY,56
HA,AL,56
Yolo,CA,56
Greene,VA,56
081,SD,56
Cascade,MT,56
Luce,MI,56
Mercer,MO,56
Brown,KS,56
Fayette,PA,56
Klickitat C,WA,55
Clarke,VA,55
JEFFERSON,PA,55
ROSCOMMON,MI,55
57,MT,55
Decatur,TN,55
King William,VA,55
Ford,KS,55
Humphreys,TN,55
Payette,ID,55
WHITE,TN,55
205,KY,55
Lincoln,OR,55
67,MO,55
CF,AL,55
OGEMAW,MI,55
Douglas,WA,55
Baxter,AR,55
59,CA,55
Hamblen,TN,55
Benton,OR,55
Marshall,TN,54
403,TX,54
051,UT,54
VINTON,OH,54
Meade,KY,54
035,CO,54
STEVENS,WA,54
97,MT,54
Perquimans,NC,54
Pike,MO,54
Perkins,SD,54
Smyth,VA,54
013,WY,54
26,WI,54
MT,AL,54
MEADE,SD,54
ROCKINGHAM,VA,54
19,CO,54
Butler,MO,54
149,MO,54
Montgomery,AR,54
Indiana,PA,54
MECKLENBURG,VA,54
Alleghany,VA,54
Benton,IA,53
Prairie,MT,53
JEFFERSON,MS,53
Green,KY,53
Cumberland,VA,53
33,ID,53
Clarke,GA,53
Ottertail,MN,53
Brooke,WV,53
161,MO,53
21,OK,53
059,CO,53
Erie,NY,53
Lewis,MO,53
199,NC,53
Hockley,TX,53
Carroll,IA,53
Surry,VA,53
ALLEGHENY,PA,53
Stafford,KS,53
Lewis,TN,52
Hand,SD,52
MONTMORENCY,MI,52
Butte,SD,52
CLAY,MS,52
Mineral,MT,52
Baraga,MI,52
181,MO,52
McMinn,TN,52
Bremer,IA,52
COCKE,TN,52
79,CO,52
009,AZ,52
057,UT,52
Sullivan,NY,52
Essex,MA,52
Warren,KY,52
Jackson,TX,52
129,MS,52
33,NV,52
MERRIMACK,NH,52
Marshall,KY,52
053,WA,52
OKANOGAN,WA,52
9,MT,52
PLUMAS,CA,52
43,MO,52
Cochran,TX,51
Allamakee,IA,51
Greene,NY,51
Nemaha,KS,51
BLOUNT,TN,51
Custer,SD,51
Bristol,MA,51
105,SD,51
5,MS,51
213,GA,51
Turner,SD,51
31,NM,51
Fremont,IA,51
King and Queen,VA,51
Hutchinson,SD,51
Big Horn,MT,51
1,UT,51
Laramie,WY,51
83,CO,51
Hancock,TN,51
McCormick County,SC,51
Grainger,TN,50
Pierce,WA,50
MONTGOMERY,AR,50
53,CA,50
83,CA,50
Dutchess,NY,50
Overton,TN,50
55,MO,50
047,NM,50
Mecosta,MI,50
137,GA,50
Jefferson,NY,50
Tripp,SD,50
Baltimore,MD,50
25,WI,50
Stafford,VA,50
43,CA,50
65,MO,50
Charlevoix,MI,50
95,WI,50
55,GA,50
Columbia County,WA,49
Guthrie,IA,49
Weber,UT,49
MS,AL,49
87,ID,49
POLK,MO,49
CARTER,MO,49
Kingman,KS,49
029,WY,49
DK,AL,49
ST,AL,49
Fleming,KY,49
Livingston,KY,49
Iosco,MI,49
125,WI,49
Davison,SD,49
Nelson,KY,49
121,AL,49
Van Buren,TN,49
93,MS,49
COSHOCTON,OH,49
22,WI,49
51,UT,49
Taylor,KY,49
Menard,TX,49
WARREN,TN,49
MN,AL,49
079,LA,49
069,OR,48
Worcester,MD,48
Fayette,TN,48
21,CO,48
CUSTER,SD,48
79,LA,48
Logan,KY,48
Marion,KS,48
Mackinac,MI,48
Colusa,CA,48
GV,AL,48
Butler,KY,48
Delaware,IA,48
Chautauqua,NY,48
Saguache,CO,48
061,MN,48
Clarke              ,GA,48
11,MT,48
ROCKINGHAM,NH,48
Montgomery,KY,48
CHARLOTTE,VA,48
ADAMS,OH,48
089,OK,47
Hamilton,TN,47
3,UT,47
119,CO,47
MAURY,TN,47
Storey,NV,47
Cheyenne,CO,47
Giles,VA,47
Hennepin,MN,47
033,NV,47
Union,NJ,47
257,GA,47
HENRY,MO,47
Clallam,WA,47
163,VA,47
Bear Lake,ID,47
113,WI,47
Piute,UT,46
19,WI,46
105,MO,46
123,PA,46
Finney,KS,46
KALKASKA,MI,46
McCook,SD,46
005,UT,46
Henrico,VA,46
Broome,NY,46
Goodhue,MN,46
Houston,TN,46
015,CA,46
Ottawa,MI,46
CARTER,TN,46
31,UT,46
Prince George's,MD,46
51,OR,46
ST CLAIR,MO,46
HINDS,MS,46
Winneshiek,IA,46
CHEBOYGAN,MI,46
Polk,OR,45
FRANKLIN,MO,45
87,MT,45
HAMBLEN,TN,45
POWHATAN,VA,45
Putnam,NY,45
25,ID,45
CHESTER,PA,45
Greenlee,AZ,45
053,CA,45
Hamilton,IA,45
CLINTON,PA,45
Floyd,IA,45
PONTOTOC,MS,45
Menifee,KY,45
Jasper,MO,45
Sequatchie,TN,45
9,WA,45
Whatcom,WA,45
007,ID,45
ELK,PA,44
Chautauqua,KS,44
013,WA,44
Hickman,KY,44
Taylor,IA,44
Bullitt,KY,44
29,ID,44
Rains,TX,44
Wayne,NY,44
ATHENS,OH,44
Snohomish,WA,44
Santa Barbara,CA,44
St. Francis,AR,44
5,VA,44
Clark,ID,44
71,ID,44
073,WA,44
Oswego,NY,44
COLUMBIA,PA,44
MONTGOMERY,PA,44
Caledonia,VT,44
Appanoose,IA,44
HR,AL,44
Robertson,TN,43
OVERTON,TN,43
35,UT,43
Keokuk,IA,43
Floyd,VA,43
Refugio,TX,43
031,OR,43
215,MO,43
007,NV,43
WILSON,TN,43
149,AR,43
Powhatan,VA,43
223,MO,43
Cass,IA,43
Worth,MO,43
RANKIN,MS,43
UNION,MS,43
Harding,NM,43
045,WA,43
Callaway,MO,43
Mahaska,IA,43
Sierra,CA,43
COLUSA,CA,43
Monroe,IL,43
Clinton,PA,43
McKenzie,ND,43
Sherman,OR,43
Adair,IA,43
33,CA,42
015,WA,42
Kinney,TX,42
Ouray,CO,42
Kankakee,IL,42
Bath,KY,42
YORK,PA,42
Brookings,SD,42
Jefferson,ID,42
075,MN,42
LINCOLN,SD,42
Monroe,MO,42
407,TX,42
Chester,PA,42
9,CA,42
Dekalb,TN,42
Wilson,KS,42
FAYETTE,TN,42
Canyon,ID,42
5,TX,42
7,CA,42
25,UT,42
Harrison,MO,42
LAFAYETTE,MS,41
Kitsap County,WA,41
31,OK,41
Codington,SD,41
Jackson,CO,41
37,CO,41
27,CA,41
Labette,KS,41
Maury,TN,41
ET,AL,41
Crittenden,KY,41
PINAL,AZ,41
Polk,IA,41
Washington,IA,41
Grant,WA,41
GLADWIN,MI,41
105,AR,41
GREENE,MO,41
073,OH,41
Dyer,TN,41
Addison,VT,41
DA,AL,40
Dawson,TX,40
29,AL,40
Skagit,WA,40
Clinton,IA,40
ALAMOSA,CO,40
Garrard,KY,40
Houghton,MI,40
295,GA,40
Rock Island,IL,40
93,MO,40
077,FL,40
101,AR,40
DELTA,MI,40
087,ID,40
Jackson,TN,40
JACKSON,TN,40
CHOCTAW,MS,40
Marshall,IA,40
23,UT,39
NELSON,VA,39
039,UT,39
WYOMING,PA,39
43,LA,39
53,CO,39
SCOTT,MS,39
Rockbridge,VA,39
King George,VA,39
Edmunds,SD,39
WARREN,PA,39
171,TN,39
Edmonson,KY,39
HOCKING,OH,39
067,MT,39
Marion,KY,39
Gilliam,OR,39
Jackson,AR,39
33,WY,38
Buchanan,IA,38
181,IL,38
57,ID,38
47,MT,38
St. Francois,MO,38
Fentress,TN,38
Chittenden,VT,38
Richland,LA,38
005,NV,38
027,NM,38
Rooks,KS,38
PRESQUE ISLE,MI,38
Morgan,IL,38
YAVAPAI,AZ,38
Jefferson,WA,38
Lyon,KY,38
Pacific,WA,38
MISSAUKEE,MI,38
Fulton,KY,38
103,CO,38
Smith,TN,38
Wayne,UT,38
073,FL,38
Adams,MS,37
Gasconade,MO,37
Borden,TX,37
Shelby,IA,37
Franklin,VT,37
Pope,IL,37
057,MT,37
59,MS,37
OKTIBBEHA,MS,37
Marshall,SD,37
Moore,TN,37
FLUVANNA,VA,37
93,MT,37
HICKORY,MO,37
27,WA,37
Dubuque,IA,37
117,IN,37
77,FL,37
Washington,NY,37
28,NM,37
Wythe,VA,37
199,KY,37
053,MI,37
083,CA,37
Alger,MI,37
065,MO,37
Leflore,MS,37
Essex,NJ,37
Hudson,NJ,37
WILKINSON,MS,36
HS,AL,36
WARREN,VA,36
LOUISA,VA,36
WEBSTER,MO,36
COWLITZ,WA,36
JACKSON,AR,36
Clay,IL,36
Beadle,SD,36
MACON,MO,36
47,UT,36
JASPER,MO,36
Steuben,NY,36
59,TN,36
455,TX,36
Fayette,GA,36
031,MN,36
Barton,MO,36
FREDERICK,VA,36
PANOLA,MS,36
POTTER,PA,36
051,AR,36
YUMA,CO,36
009,WY,36
57,CO,36
CALHOUN,MS,36
APPOMATTOX,VA,36
Benzie,MI,36
195,VA,36
Dauphin,PA,36
GOOCHLAND,VA,36
001,NM,36
CHIPPEWA,MI,36
041,CO,35
Rutland,VT,35
WAYNE,MO,35
29,CO,35
YALOBUSHA,MS,35
PERKINS,SD,35
45,WY,35
Davidson,TN,35
DAVIS,UT,35
Larue,KY,35
21,UT,35
Quitman,MS,35
013,ID,35
197,KY,35
015,CO,35
011,WY,35
Loudoun,VA,35
31,WA,35
Morris,KS,35
CEDAR,MO,35
Brule,SD,35
Warren,IA,35
MCDONALD,MO,35
Moody,SD,35
171,VA,35
OCEANA,MI,34
Stearns,MN,34
Anderson,TN,34
003,FL,34
MADISON,AR,34
049,CO,34
Caldwell,KY,34
Aurora,SD,34
GRENADA,MS,34
45,VA,34
Kittitas C,WA,34
Pope,MN,34
Ralls,MO,34
Carter,TN,34
Sangamon,IL,34
075,MT,34
Marion,IA,34
173,NC,34
McPherson,SD,34
87,SC,34
Salt Lake,UT,34
Mason C,WA,34
Muscogee,GA,34
Meigs,TN,33
Worth,IA,33
45,UT,33
Howard,IA,33
Camas,ID,33
Marshall,KS,33
Barnes,ND,33
103,NC,33
009,UT,33
COOPER,MO,33
1,IL,33
051,CO,33
7,MN,33
Asotin County,WA,33
Crawford,IA,33
ARENAC,MI,33
Colorado,TX,33
Lackawanna,PA,33
57,UT,33
Montgomery,MD,33
031,ID,33
BUCKINGHAM,VA,33
Oneida,NY,33
Routt,CO,33
Del Norte,CA,33
Mellette,SD,33
Vernon,MO,32
057,NM,32
011,WA,32
MOHAVE,AZ,32
045,MT,32
Custer,CO,32
CHESHIRE,NH,32
163,TN,32
13,MT,32
San Benito,CA,32
CLEARWATER,ID,32
LUCE,MI,32
023,FL,32
DICKINSON,MI,32
MD,AL,32
BUCKS,PA,32
Chase,KS,32
Craighead,AR,32
471,TX,32
LYCOMING,PA,32
NOXUBEE,MS,32
021,AZ,32
TUSCARAWAS,OH,32
033,CA,32
405,TX,32
LOUDON,TN,32
Parmer,TX,31
Suffolk,VA,31
Benton,WA,31
Newaygo,MI,31
11,OR,31
19,UT,31
CARROLL,MO,31
SUSQUEHANNA,PA,31
MUSKEGON,MI,31
Lincoln,MO,31
Ferry C,WA,31
Ellsworth,KS,31
Randolph,MO,31
025,UT,31
Essex,NY,31
PIMA,AZ,31
Sully,SD,31
053,NM,31
CULPEPER,VA,31
Stark,ND,31
FRANKLIN,MS,31
KNOX,OH,31
Loudon,TN,31
Cattaraugus,NY,31
71,SC,31
031,NV,31
GLENN,CA,31
CLAIBORNE,MS,31
JEFFERSON,OH,31
LOWNDES,MS,31
083,WI,31
Snyder,PA,31
Dade,MO,31
067,WA,31
9,OH,31
Clayton,IA,31
Blount,TN,31
007,WY,31
LEE,MS,31
MCKEAN,PA,31
Thurston C,WA,31
91,CO,31
Scott,IA,31
027,CA,30
075,NC,30
Lancaster,PA,30
55,UT,30
Elbert,CO,30
Ballard,KY,30
Somerset,PA,30
Washington,TN,30
Teton,WY,30
497,TX,30
093,MO,30
Gallatin,MT,30
009,CA,30
EMERY,UT,30
Kent,TX,30
Bucks,PA,30
Crane,TX,30
OSCEOLA,MI,30
281,GA,30
105,IN,30
Wahkiakum County,WA,30
CLARKE,VA,30
039,NC,30
81,ID,30
45,NE,30
27,AL,30
MIFFLIN,PA,30
Cocke,TN,30
Daviess,KY,30
419,TX,30
Cameron,LA,30
Montgomery,TN,30
Delaware,NY,30
King,WA,29
049,NC,29
049,NM,29
Williamson,TN,29
SUMNER,TN,29
41,CO,29
Bath,VA,29
DOUGLAS,SD,29
BUTLER,PA,29
Yoakum,TX,29
CAMERON,PA,29
STRAFFORD,NH,29
Mathews,VA,29
053,ND,29
MORGAN,OH,29
041,WI,29
Obion,TN,29
071,AR,29
077,CO,29
MADISON,VA,29
139,VA,29
Gregory,SD,29
Linn,KS,29
Ward,ND,29
3,WY,29
027,AL,29
BACA,CO,29
145,OH,29
BELMONT,OH,29
WASHINGTON,TN,29
KLICKITAT,WA,28
093,MT,28
LONOKE,AR,28
013,MT,28
Stanislaus,CA,28
Queen Annes,MD,28
Orange,VT,28
MARIES,MO,28
SNYDER,PA,28
Bradley,TN,28
Roberts,SD,28
339,TX,28
Foard,TX,28
005,CA,28
ADAMS,PA,28
Cakdwell,KY,28
Lake,IL,28
23,VA,28
CARROLL,NH,28
21,VA,28
CHICKASAW,MS,28
085,CO,28
23,NV,28
LD,AL,28
WEXFORD,MI,28
43,WA,27
Walla Walla County,WA,27
Dodge,WI,27
019,ID,27
91,MO,27
ANTRIM,MI,27
MONROE,OH,27
79,AL,27
033,MI,27
FULTON,PA,27
Lee,IA,27
MONTGOMERY,MS,27
Sullivan,PA,27
93,SD,27
51,AR,27
NOTTOWAY,VA,27
Adair,MO,27
Bland,VA,27
237,KY,27
Merced,CA,27
15,CO,27
KITTITAS,WA,27
Lehigh,PA,27
41,MS,27
45,CO,26
COOS,NH,26
Morton,ND,26
WASHINGTON,OH,26
MASON,WA,26
Wagoner,OK,26
161,MS,26
Pike,IL,26
71,AR,26
GRAFTON,NH,26
Fulton South,GA,26
043,ID,26
Ontonagon,MI,26
CAMBRIA,PA,26
031,NC,26
Fremont,ID,26
Santa Clara,CA,26
Hyde,SD,26
169,MO,26
Chouteau,MT,26
EAGLE,CO,26
ELKO,NV,26
41,ID,26
21,CA,26
Cape Girardeau,MO,26
Douglas,SD,26
069,LA,26
Windsor,VT,26
091,MO,26
Carroll,OH,26
STONE,MO,26
019,TN,26
Carlisle,KY,26
015,OR,26
Columbiana,OH,26
BLAIR,PA,26
BROOKINGS,SD,25
Adams,IL,25
Jackson,SD,25
SHENANDOAH,VA,25
Huntingdon,PA,25
Kiowa,CO,25
051,NM,25
007,CA,25
IRON,MI,25
CHEYENNE,CO,25
COLUMBIANA,OH,25
JUNIATA,PA,25
Windham,VT,25
DADE,MO,25
Butler,IA,25
033,WY,25
043,MO,25
Grant,SD,25
047,SD,25
Walla Walla,WA,25
Perry,TN,25
Webster,IA,25
Coahoma,MS,25
Pitkin,CO,25
Otsego,NY,25
Rice,KS,25
Wright,MN,25
031,NE,25
33,MI,24
3,IL,24
Carroll,MO,24
123,GA,24
MACON,TN,24
45,ID,24
Pratt,KS,24
189,KY,24
35,MO,24
057,WA,24
Saline,MO,24
MARQUETTE                                         ,MI,24
Chelan C,WA,24
083,AR,24
Cerro Gordo,IA,24
Madison,MT,24
Pend Oreille C,WA,24
059,CA,24
Madison,ID,24
Gibson,TN,24
045,WY,24
043,UT,24
Broadwater,MT,24
Comanche,KS,24
Henderson,KY,24
Clark C,WA,24
White,TN,24
027,WA,24
Jefferson,IA,24
Cowlitz C,WA,24
011,SC,24
Tucker,WV,24
Washington,OR,24
Isabella,MI,24
Hanson,SD,24
Alameda,CA,24
237,GA,23
053,CO,23
Glenn,CA,23
Orange,CA,23
Osceola,IA,23
Ontario,NY,23
049,OR,23
Ida,IA,23
Dickinson,IA,23
007,ND,23
23,MO,23
COCONINO,AZ,23
Stillwater,MT,23
87,NC,23
Anne Arundel,MD,23
Harding,SD,23
GRAND TRAVERSE,MI,23
Niagara,NY,23
McMullen,TX,23
McLean,KY,23
7,WY,23
MILLER,MO,23
013,UT,23
Pottawattamie,IA,23
Lonoke,AR,23
165,KY,23
311,GA,23
Grand Forks,ND,23
Clinton,MO,23
057,OR,23
Carroll,MD,23
49,OK,23
LaSalle,IL,23
Warren,MS,23
Linn,MO,23
ALLEGAN,MI,23
SMITH,TN,23
Sutton,TX,23
East Taos,NM,22
87,ND,22
WORTH,MO,22
Sioux,IA,22
JoDavies,IL,22
BUCHANAN,MO,22
21,NV,22
510,NV,22
INDIANA,PA,22
031,WY,22
Rabun               ,GA,22
015,VA,22
MONTOUR,PA,22
Franklin,TN,22
JOHNSON,TN,22
23,MT,22
26,OR,22
71,MS,22
123,IN,22
Richmond,VA,22
jerauld,SD,22
Yuma,CO,22
Federal Land,NC,22
Silver Bow,MT,22
Morrow,OR,22
Lafayette,MO,22
19,WY,22
LEBANON,PA,22
Montgomery,IA,22
197,IL,22
Union,TN,22
051,OR,22
LUNENBURG,VA,22
051,KY,22
Russell,KS,22
Blue Earth,MN,22
Yakima C,WA,22
STOREY,NV,22
Clay,KS,21
Bennington,VT,21
91,TN,21
Schoharie,NY,21
PRINCE_EDWARD,VA,21
ROBERTSON,TN,21
21,NC,21
Franklin,NY,21
Franklin,LA,21
Foster,ND,21
Wyoming,NY,21
Gogebic,MI,21
St Clair,IL,21
35,CO,21
MERCER,PA,21
DELTA,CO,21
59,CO,21
Stevens,KS,21
Coshocton,OH,21
El Paso,TX,21
9,VA,21
BUCHANAN,VA,21
GASCONADE,MO,21
165,NE,21
Garfield County,WA,21
OSCODA,MI,21
3,WI,21
MCPHERSON,SD,21
PULASKI,MO,21
107,MT,21
Mineral,NV,21
17,VA,21
Ziebach,SD,21
GREENE,TN,21
055,MO,20
Monroe,AR,20
035,UT,20
CUMBERLAND,PA,20
Bollinger,MO,20
Macon,MO,20
Spink,SD,20
025,IN,20
Dakota,MN,20
Cumberland,PA,20
FR,AL,20
cheshire,NH,20
Washington,CO,20
Sussex,DE,20
Conejos,CO,20
BROWN,SD,20
Potter,PA,20
TANEY,MO,20
Lycoming,PA,20
045,CO,20
Jerauld,SD,20
IMPERIAL,CA,20
CHARLES MIX,SD,20
Allegany,NY,20
Ochiltree,TX,20
003,UT,20
CAROLINE,VA,20
Union,PA,20
Franklin,PA,20
15,NV,20
129,MI,20
Tioga,PA,20
Deuel,SD,20
031,NM,20
UNION,SD,20
Clay,SD,20
HARRISON,MO,20
047,MT,20
Davis,UT,20
Upton,TX,20
Hancock,KY,20
005,ID,20
Corson,SD,20
95,MT,20
033,AR,20
Mills,IA,20
Kandiyohi,MN,20
15,OR,19
Treasure,MT,19
Meade,KS,19
Hardin,IA,19
021,UT,19
67,MS,19
023,WA,19
APACHE,AZ,19
ATCHISON,MO,19
Ransom,ND,19
003,WY,19
041,MI,19
019,NV,19
Humphreys,MS,19
San Juan,CO,19
077,IL,19
Glasscock,TX,19
VENTURA,CA,19
Grundy,IL,19
BENT,CO,19
Howard,MD,19
Franklin,ID,19
179,TN,19
129,KS,19
Schenectady,NY,19
Ray,MO,19
Valley,MT,19
Mifflin,PA,19
CLALLAM,WA,19
Northampton,PA,19
Mitchell,IA,19
33,AR,19
107,FL,19
109,MS,19
53,PA,19
105,AL,19
RAY,MO,19
1,MI,19
Pierce,ND,19
Putnam,TN,19
Johnson,IL,19
Dekalb,GA,19
West Feliciana,LA,19
055,UT,19
49,WA,19
PAGE,VA,18
39,MS,18
Atchison,KS,18
DAVIESS,MO,18
45,MT,18
Saint Louis,MO,18
DeWitt,TX,18
Gilpin,CO,18
FULTON,OH,18
PEND OREILLE,WA,18
Logan,IL,18
Lewis C,WA,18
King,TX,18
003,WA,18
RAPPAHANNOCK,VA,18
BEAVER,PA,18
121,NC,18
OZ,MO,18
TURNER,SD,18
HOLMES,OH,18
Kingsbury,SD,18
Stanley,SD,18
HARRISON,OH,18
023,NC,18
Columbia,WA,18
Montcalm,MI,18
Clark,MO,18
Tioga,NY,18
Jefferson Davis,LA,18
Grant,KS,18
Manistee,MI,18
129,KY,18
Wyoming,PA,18
Tuscola,MI,18
Madison,IA,18
Calhoun,IA,18
83,ID,18
CHAFFEE,CO,18
Hettinger,ND,18
111,TX,18
Muscatine,IA,18
33,UT,18
Emmet,IA,18
CHELAN,WA,18
BARRY,MI,18
133,GA,18
Esmeralda,NV,18
Dallas,IA,18
83,WV,18
Ottawa,KS,17
Vermillion,IL,17
Tuscarawas,OH,17
71,WV,17
047,MS,17
McCone,MT,17
CUMBERLAND,VA,17
MONTGOMERY,TN,17
75,IL,17
Madison,NY,17
25,IN,17
Hillsboro,NH,17
045,UT,17
Marion,MO,17
CLAY,TN,17
Suffolk City,VA,17
57,IL,17
75,WV,17
84,IL,17
035,MS,17
029,TN,17
Dewey,SD,17
043,CA,17
045,CA,17
Norton,KS,17
Chicot,AR,17
McLean,IL,17
105,VA,17
023,MT,17
LATAH,ID,17
Schuyler,MO,17
Day,SD,17
HARDING,SD,17
19,NV,17
Golden Valley,MT,17
015,UT,17
BONNER,ID,17
CONEJOS,CO,17
Lamoille,VT,17
LOUDOUN,VA,17
CHEATHAM,TN,17
Montgomery,MO,17
LYMAN,SD,17
007,MN,17
Montgomery,PA,17
009,WA,17
MCCOOK,SD,17
Bedford,PA,17
Livingston,MI,17
Russell,KY,17
Livingston,NY,17
Cloud,KS,17
LAKE,MI,17
Franklin,IL,17
Greene,IA,16
029,AL,16
SCHOOLCRAFT,MI,16
Greene,TN,16
079,CO,16
ANDREW,MO,16
Hamilton,NY,16
41,OR,16
241,TX,16
41,MI,16
SUMMIT,CO,16
SUSSEX,DE,16
ARCHULETA,CO,16
129,GA,16
SCOTT,MO,16
Somervell,TX,16
Herkimer,NY,16
Mercer,ND,16
159,GA,16
023,NV,16
ST FRANCIS,AR,16
11,NC,16
Rutherford,TN,16
Fulton South        ,GA,16
St.Clair,IL,16
097,MI,16
Putnam,IL,16
Clay,MN,16
ORANGE,VA,16
NOBLE,OH,16
Ogle,IL,16
SALINE,MO,16
009,OH,16
157,MS,16
Columbia,NY,16
Leflore,OK,16
Franklin,WA,16
PRAIRIE,AR,16
Warren,TN,16
019,SC,16
Washington,MS,16
093,SD,16
York,VA,16
035,MO,16
011,OR,16
YAKIMA,WA,16
Doniphan,KS,16
EMMET,MI,16
Jasper,IA,16
003,IL,16
Craig,VA,16
MECOSTA,MI,16
045,NE,16
JEFFERSON,TN,16
Bates,MO,16
Santa Cruz,CA,16
Terrell,TX,16
Sumner,TN,16
7,AL,16
137,AR,15
UNION,PA,15
Pocahontas,IA,15
STODDARD,MO,15
Jefferson,WI,15
97,MI,15
Arkansas,AR,15
McKean,PA,15
Stephenson,IL,15
Bond,IL,15
BUTTE,SD,15
CALLAWAY,MO,15
47,AR,15
001,UT,15
123,MO,15
Norman,MN,15
Sanborn,SD,15
Solano,CA,15
Van Buren,IA,15
13,NV,15
Saline,IL,15
Sweet Grass,MT,15
SAN FRANCISCO,CA,15
007,WI,15
Ventura,CA,15
075,WV,15
313,GA,15
77,IL,15
Belmont,OH,15
Thomas,KS,15
Perry,MO,15
85,SD,15
019,WY,15
CUSTER,CO,15
169,VA,15
009,MT,15
Todd,KY,15
Prince Georges,MD,15
sully,SD,15
033,ID,15
53,OH,15
079,AL,15
Washington,VT,15
51,VA,14
Reeves,TX,14
029,ID,14
Will,IL,14
129,AR,14
MONITEAU,MO,14
Owen,KY,14
15,NM,14
Chesapeake City,VA,14
Columbia,PA,14
005,AR,14
069,IL,14
PIERCE,WA,14
BELKNAP,NH,14
Adams,PA,14
027,CO,14
45,IL,14
Kossuth,IA,14
Scotland,MO,14
Davis,IA,14
SULLIVAN,PA,14
Knox,TN,14
FAIRFIELD,OH,14
Kit Carson,CO,14
East Baton Rouge,LA,14
171,NE,14
005,VA,14
Lapeer,MI,14
Saint Charles,MO,14
37,WY,14
Haywood,TN,14
033,CO,14
025,ID,14
Orleans,VT,14
Seneca,NY,14
Henry,KY,14
Cayuga,NY,14
Highland,VA,14
Grant,ND,14
021,CA,14
83,AR,14
Madison,TN,14
CRAIGHEAD,AR,14
Jefferson,OH,14
Barren,KY,14
SKAGIT,WA,14
Grundy,IA,14
THURSTON,WA,14
047,AR,14
Comanche,OK,14
125,AR,14
IOSCO,MI,14
Smith,KS,14
Leelanau,MI,14
Fulton,NY,14
Kiowa,KS,14
Scott,MN,14
Morgan,CO,13
Crockett,TN,13
ELBERT,CO,13
31,WY,13
Grant,KY,13
Washington,KS,13
Van Buren,MI,13
Alamosa,CO,13
071,ID,13
St. Clair,MI,13
AMELIA,VA,13
AMHERST,VA,13
Jones,SD,13
CROWLEY,CO,13
009,MS,13
Jackson,MO,13
MARICOPA,AZ,13
015,NV,13
Chariton,MO,13
Cavalier,ND,13
Winnebago,WI,13
139,MS,13
053,OH,13
39,AL,13
099,MT,13
Asotin,WA,13
WASHOE,NV,13
71,IN,13
Lee,IL,13
Pierce C,WA,13
Pawnee,KS,13
RANDOLPH,MO,13
75,SD,13
Winnebago,IA,13
011,CA,13
OTSEGO                                            ,MI,13
Peoria,IL,13
Ionia,MI,13
Olmsted,MN,13
019,CO,13
Walworth,SD,13
097,CO,13
CRAWFORD                                          ,MI,13
Pickett,TN,13
131,MI,12
29,MS,12
Graham,KS,12
Woodford,IL,12
073,SC,12
Fulton,PA,12
SANTA CRUZ,AZ,12
Monroe,IA,12
Mason,IL,12
115,GA,12
Mason,MI,12
033,UT,12
Shelby,KY,12
Grant,MN,12
Jim Hogg,TX,12
165,IL,12
65,CO,12
Grays Harbor C,WA,12
087,IL,12
065,CO,12
015,AL,12
Orleans,LA,12
5,AR,12
Clear Creek,CO,12
Contra Costa,CA,12
Sullivan,TN,12
Brown,MN,12
99,MT,12
day,SD,12
Clinton,IL,12
Newport,RI,12
Juniata,PA,12
PHELPS,MO,12
FAUQUIER,VA,12
CLARE                                             ,MI,12
Garfield,WA,12
041,ID,12
59,NM,12
LEE,VA,12
Park,MT,12
Okmulgee,OK,12
Lawrence,IL,12
29,WA,12
Cumberlin,IL,12
15,AL,12
York,PA,12
LEWIS,WA,12
butte,SD,12
021,NV,12
GLADWIN                                           ,MI,12
Tazewell,IL,12
HOUGHTON,MI,12
Carroll,IL,12
GRANT,ND,12
31,WV,12
027,NC,12
WASHINGTON,CO,12
Unicoi,TN,12
Cheyenne,KS,12
Nelson,ND,11
hyde,SD,11
121,VA,11
Ringgold,IA,11
095,MT,11
Black Hawk,IA,11
107,TN,11
Westmoreland,PA,11
12,OK,11
Orleans,NY,11
Republic,KS,11
Barber,KS,11
Ramsey,MN,11
Adams,IA,11
007,AL,11
117,SD,11
Putnam,MO,11
Fallon,MT,11
093,IN,11
Adams,ND,11
143,KY,11
147,TX,11
11,UT,11
hutchinson,SD,11
BAY,MI,11
